,date,sigla_state,city,place_type,confirmed,deaths,order_for_place,is_last,population,codigo_ibge,confirmed_per_100k_inhabitants,death_rate,latitude,longitude,codigo_uf,state
2010,2020-04-02,PR,Cianorte,city,11.0,0.0,20.0,True,82620.0,4105508,13.313970000000001,0.0,-23.6599,-52.6054,41.0,Paraná
2031,2020-04-02,GO,Cidade Ocidental,city,1.0,0.0,2.0,True,71376.0,5205497,1.40103,0.0,-16.0765,-47.9252,52.0,Goiás
2044,2020-04-02,BA,Coaraci,city,1.0,0.0,3.0,True,16993.0,2908002,5.88478,0.0,-14.637,-39.5556,29.0,Bahia
2070,2020-04-02,PR,Colombo,city,0.0,0.0,12.0,True,243726.0,4105805,0.0,0.0,-25.2925,-49.2262,41.0,Paraná
2110,2020-04-02,BA,Conceição do Jacuípe,city,1.0,0.0,12.0,True,33153.0,2908507,3.01632,0.0,-12.3268,-38.7684,29.0,Bahia
2135,2020-04-02,BA,Conde,city,1.0,0.0,10.0,True,25837.0,2908606,3.8704199999999997,0.0,-11.8179,-37.6131,29.0,Bahia
2161,2020-04-02,MG,Contagem,city,9.0,0.0,11.0,True,663855.0,3118601,1.35572,0.0,-19.9321,-44.0539,31.0,Minas Gerais
2172,2020-04-02,PR,Contenda,city,1.0,0.0,5.0,True,18584.0,4106209,5.38097,0.0,-25.6788,-49.535,41.0,Paraná
2196,2020-04-02,PR,Cornélio Procópio,city,1.0,0.0,1.0,True,47845.0,4106407,2.09008,0.0,-23.1829,-50.6498,41.0,Paraná
2205,2020-04-02,MG,Coronel Fabriciano,city,1.0,0.0,16.0,True,109855.0,3119401,0.9102899999999999,0.0,-19.5179,-42.6276,31.0,Minas Gerais
2251,2020-04-01,SP,Cotia,city,21.0,2.0,9.0,True,249210.0,3513009,8.426630000000001,0.0952,-23.6022,-46.919,35.0,São Paulo
2272,2020-04-02,SC,Criciúma,city,23.0,1.0,14.0,True,215186.0,4204608,10.68843,0.0435,-28.6723,-49.3729,42.0,Santa Catarina
2320,2020-04-02,RS,Cruzeiro do Sul,city,1.0,0.0,11.0,True,12348.0,4306205,8.09848,0.0,-29.5148,-51.9928,43.0,Rio Grande do Sul
2337,2020-04-02,MT,Cuiabá,city,25.0,0.0,10.0,True,612547.0,5103403,4.08132,0.0,-15.601,-56.0974,51.0,Mato Grosso
2363,2020-04-02,PR,Curitiba,city,99.0,0.0,20.0,True,1933105.0,4106902,5.12129,0.0,-25.4195,-49.2646,41.0,Paraná
2441,2020-04-01,SP,Diadema,city,8.0,0.0,4.0,True,423884.0,3513801,1.8873099999999998,0.0,-23.6813,-46.6205,35.0,São Paulo
2452,2020-04-02,BA,Dias d'Ávila,city,1.0,0.0,4.0,True,81089.0,2910057,1.2332100000000001,0.0,-12.6187,-38.2926,29.0,Bahia
2470,2020-04-02,MG,Divinópolis,city,9.0,0.0,24.0,True,238230.0,3122306,3.77786,0.0,-20.1446,-44.8912,31.0,Minas Gerais
2501,2020-04-02,RS,Dois Irmãos,city,2.0,0.0,13.0,True,32671.0,4306403,6.12164,0.0,-29.5836,-51.0898,43.0,Rio Grande do Sul
2531,2020-04-02,RS,Dom Pedrito,city,1.0,0.0,9.0,True,38461.0,4306601,2.6000400000000004,0.0,-30.9756,-54.6694,43.0,Rio Grande do Sul
2561,2020-04-02,MS,Dourados,city,4.0,0.0,6.0,True,222949.0,5003702,1.79413,0.0,-22.2231,-54.812,50.0,Mato Grosso do Sul
2581,2020-04-01,RJ,Duque de Caxias,city,6.0,0.0,9.0,True,919596.0,3301702,0.65246,0.0,-22.7858,-43.3049,33.0,Rio de Janeiro
2600,2020-04-02,RS,Eldorado do Sul,city,1.0,0.0,13.0,True,41285.0,4306767,2.42219,0.0,-30.0847,-51.6187,43.0,Rio Grande do Sul
2621,2020-04-01,SP,Embu das Artes,city,8.0,1.0,6.0,True,273726.0,3515004,2.92263,0.125,-23.6437,-46.8579,35.0,São Paulo
2651,2020-04-02,RS,Erechim,city,3.0,0.0,15.0,True,105862.0,4307005,2.8338799999999997,0.0,-27.6364,-52.2697,43.0,Rio Grande do Sul
2697,2020-04-02,RS,Estrela,city,1.0,0.0,13.0,True,34116.0,4307807,2.93118,0.0,-29.5002,-51.9495,43.0,Rio Grande do Sul
2719,2020-04-02,RS,Estância Velha,city,3.0,0.0,12.0,True,50022.0,4307609,5.99736,0.0,-29.6535,-51.1843,43.0,Rio Grande do Sul
2736,2020-04-01,CE,Eusébio,city,1.0,1.0,1.0,True,53618.0,2304285,1.86505,1.0,-3.8925,-38.4559,23.0,Ceará
2738,2020-04-02,MG,Extrema,city,1.0,0.0,5.0,True,36225.0,3125101,2.76052,0.0,-22.854,-46.3178,31.0,Minas Gerais
2753,2020-04-02,RS,Farroupilha,city,1.0,0.0,15.0,True,72331.0,4307906,1.38253,0.0,-29.2227,-51.3419,43.0,Rio Grande do Sul
2770,2020-04-02,PR,Faxinal,city,1.0,0.0,9.0,True,17251.0,4107603,5.7967699999999995,0.0,-24.0077,-51.3227,41.0,Paraná
2783,2020-04-02,PR,Fazenda Rio Grande,city,1.0,0.0,2.0,True,100209.0,4107652,0.9979100000000001,0.0,-25.6624,-49.3073,41.0,Paraná
2792,2020-04-02,BA,Feira de Santana,city,22.0,0.0,26.0,True,614872.0,2910800,3.57798,0.0,-12.2664,-38.9663,29.0,Bahia
2830,2020-04-02,PE,Fernando de Noronha,city,2.0,0.0,7.0,True,3061.0,2605459,65.33811999999999,0.0,-3.8396,-32.4107,26.0,Pernambuco
2839,2020-04-01,SP,Ferraz de Vasconcelos,city,9.0,0.0,13.0,True,194276.0,3515707,4.63258,0.0,-23.5411,-46.371,35.0,São Paulo
2883,2020-04-02,SC,Florianópolis,city,71.0,1.0,22.0,True,500973.0,4205407,14.17242,0.0141,-27.5945,-48.5477,42.0,Santa Catarina
2923,2020-04-01,CE,Fortaleza,city,413.0,6.0,16.0,True,2669342.0,2304400,15.471979999999999,0.0145,-3.71664,-38.5423,23.0,Ceará
2943,2020-04-01,CE,Fortim,city,1.0,0.0,13.0,True,16480.0,2304459,6.06796,0.0,-4.45126,-37.7981,23.0,Ceará
2958,2020-04-02,PR,Foz do Iguaçu,city,12.0,0.0,16.0,True,258532.0,4108304,4.64159,0.0,-25.5427,-54.5827,41.0,Paraná
2981,2020-04-02,PR,Francisco Beltrão,city,1.0,0.0,3.0,True,91093.0,4108403,1.09778,0.0,-26.0817,-53.0535,41.0,Paraná
2991,2020-04-01,SP,Franco da Rocha,city,4.0,0.0,2.0,True,154489.0,3516408,2.58918,0.0,-23.3229,-46.729,35.0,São Paulo
3025,2020-04-02,RS,Garibaldi,city,1.0,0.0,10.0,True,35070.0,4308607,2.85144,0.0,-29.259,-51.5352,43.0,Rio Grande do Sul
3040,2020-04-02,SC,Gaspar,city,2.0,0.0,11.0,True,69639.0,4205902,2.87195,0.0,-26.9336,-48.9534,42.0,Santa Catarina
3080,2020-04-02,PE,Goiana,city,1.0,1.0,7.0,True,79758.0,2606200,1.25379,1.0,-7.5606,-34.9959,26.0,Pernambuco
3093,2020-04-02,GO,Goianésia,city,1.0,0.0,6.0,True,70084.0,5208608,1.42686,0.0,-15.3118,-49.1162,52.0,Goiás
3102,2020-04-02,PR,Goioerê,city,1.0,0.0,2.0,True,28884.0,4108601,3.4621199999999996,0.0,-24.1835,-53.0248,41.0,Paraná
3106,2020-04-02,GO,Goiânia,city,43.0,0.0,21.0,True,1516113.0,5208707,2.8362,0.0,-16.6864,-49.2643,52.0,Goiás
